,path,label
5265,../data/AID/Park/park_220.jpg,Park
9160,../data/AID/Stadium/stadium_45.jpg,Stadium
5425,../data/AID/Park/park_5.jpg,Park
2387,../data/AID/Commercial/commercial_312.jpg,Commercial
75,../data/AID/Airport/airport_167.jpg,Airport
8625,../data/AID/Square/square_121.jpg,Square
6553,../data/AID/Pond/pond_381.jpg,Pond
7826,../data/AID/River/river_311.jpg,River
8541,../data/AID/SparseResidential/sparseresidential_46.jpg,SparseResidential
9513,../data/AID/StorageTanks/storagetanks_39.jpg,StorageTanks
2990,../data/AID/Desert/desert_171.jpg,Desert
1815,../data/AID/Center/center_248.jpg,Center
7862,../data/AID/River/river_344.jpg,River
7116,../data/AID/RailwayStation/railwaystation_168.jpg,RailwayStation
7063,../data/AID/RailwayStation/railwaystation_12.jpg,RailwayStation
4869,../data/AID/Mountain/mountain_170.jpg,Mountain
5296,../data/AID/Park/park_249.jpg,Park
8273,../data/AID/School/school_75.jpg,School
453,../data/AID/BareLand/bareland_183.jpg,BareLand
7090,../data/AID/RailwayStation/railwaystation_144.jpg,RailwayStation
2794,../data/AID/DenseResidential/denseresidential_364.jpg,DenseResidential
6699,../data/AID/Port/port_134.jpg,Port
2680,../data/AID/DenseResidential/denseresidential_261.jpg,DenseResidential
7568,../data/AID/Resort/resort_8.jpg,Resort
6810,../data/AID/Port/port_234.jpg,Port
335,../data/AID/Airport/airport_77.jpg,Airport
3538,../data/AID/Farmland/farmland_61.jpg,Farmland
4767,../data/AID/MediumResidential/mediumresidential_79.jpg,MediumResidential
507,../data/AID/BareLand/bareland_231.jpg,BareLand
4807,../data/AID/Mountain/mountain_114.jpg,Mountain
6397,../data/AID/Pond/pond_240.jpg,Pond
6212,../data/AID/Playground/playground_74.jpg,Playground
6480,../data/AID/Pond/pond_315.jpg,Pond
7496,../data/AID/Resort/resort_276.jpg,Resort
6566,../data/AID/Pond/pond_393.jpg,Pond
2831,../data/AID/DenseResidential/denseresidential_398.jpg,DenseResidential
6538,../data/AID/Pond/pond_368.jpg,Pond
93,../data/AID/Airport/airport_183.jpg,Airport
7772,../data/AID/River/river_263.jpg,River
8055,../data/AID/School/school_149.jpg,School
4491,../data/AID/Meadow/meadow_91.jpg,Meadow
4804,../data/AID/Mountain/mountain_111.jpg,Mountain
6058,../data/AID/Playground/playground_269.jpg,Playground
9107,../data/AID/Stadium/stadium_259.jpg,Stadium
9401,../data/AID/StorageTanks/storagetanks_262.jpg,StorageTanks
1966,../data/AID/Church/church_15.jpg,Church
473,../data/AID/BareLand/bareland_200.jpg,BareLand
3728,../data/AID/Forest/forest_232.jpg,Forest
2647,../data/AID/DenseResidential/denseresidential_231.jpg,DenseResidential
7875,../data/AID/River/river_356.jpg,River
2976,../data/AID/Desert/desert_159.jpg,Desert
4053,../data/AID/Industrial/industrial_30.jpg,Industrial
9632,../data/AID/Viaduct/viaduct_146.jpg,Viaduct
8382,../data/AID/SparseResidential/sparseresidential_173.jpg,SparseResidential
4910,../data/AID/Mountain/mountain_207.jpg,Mountain
525,../data/AID/BareLand/bareland_248.jpg,BareLand
8102,../data/AID/School/school_191.jpg,School
7763,../data/AID/River/river_255.jpg,River
4427,../data/AID/Meadow/meadow_33.jpg,Meadow
9465,../data/AID/StorageTanks/storagetanks_32.jpg,StorageTanks
2302,../data/AID/Commercial/commercial_236.jpg,Commercial
5380,../data/AID/Park/park_324.jpg,Park
509,../data/AID/BareLand/bareland_233.jpg,BareLand
1070,../data/AID/Beach/beach_261.jpg,Beach
8057,../data/AID/School/school_150.jpg,School
76,../data/AID/Airport/airport_168.jpg,Airport
5570,../data/AID/Parking/parking_180.jpg,Parking
7952,../data/AID/River/river_56.jpg,River
1041,../data/AID/Beach/beach_235.jpg,Beach
1110,../data/AID/Beach/beach_298.jpg,Beach
1386,../data/AID/Bridge/bridge_186.jpg,Bridge
3765,../data/AID/Forest/forest_40.jpg,Forest
402,../data/AID/BareLand/bareland_137.jpg,BareLand
2451,../data/AID/Commercial/commercial_55.jpg,Commercial
5413,../data/AID/Park/park_39.jpg,Park
3940,../data/AID/Industrial/industrial_199.jpg,Industrial
4423,../data/AID/Meadow/meadow_3.jpg,Meadow
4467,../data/AID/Meadow/meadow_7.jpg,Meadow
8740,../data/AID/Square/square_225.jpg,Square
5357,../data/AID/Park/park_303.jpg,Park
5196,../data/AID/Park/park_159.jpg,Park
6249,../data/AID/Pond/pond_107.jpg,Pond
7123,../data/AID/RailwayStation/railwaystation_174.jpg,RailwayStation
8868,../data/AID/Square/square_43.jpg,Square
1977,../data/AID/Church/church_16.jpg,Church
2176,../data/AID/Commercial/commercial_122.jpg,Commercial
2940,../data/AID/Desert/desert_126.jpg,Desert
6424,../data/AID/Pond/pond_265.jpg,Pond
2054,../data/AID/Church/church_229.jpg,Church
3491,../data/AID/Farmland/farmland_352.jpg,Farmland
3223,../data/AID/Farmland/farmland_110.jpg,Farmland
3589,../data/AID/Forest/forest_107.jpg,Forest
1827,../data/AID/Center/center_259.jpg,Center
9588,../data/AID/Viaduct/viaduct_106.jpg,Viaduct
694,../data/AID/BaseballField/baseballfield_120.jpg,BaseballField
2155,../data/AID/Commercial/commercial_103.jpg,Commercial
1462,../data/AID/Bridge/bridge_254.jpg,Bridge
167,../data/AID/Airport/airport_25.jpg,Airport
1911,../data/AID/Church/church_10.jpg,Church
8385,../data/AID/SparseResidential/sparseresidential_176.jpg,SparseResidential
4366,../data/AID/Meadow/meadow_230.jpg,Meadow
3835,../data/AID/Industrial/industrial_103.jpg,Industrial
5585,../data/AID/Parking/parking_194.jpg,Parking
6422,../data/AID/Pond/pond_263.jpg,Pond
5090,../data/AID/Mountain/mountain_63.jpg,Mountain
4162,../data/AID/Industrial/industrial_47.jpg,Industrial
4851,../data/AID/Mountain/mountain_154.jpg,Mountain
5597,../data/AID/Parking/parking_204.jpg,Parking
918,../data/AID/Beach/beach_124.jpg,Beach
6318,../data/AID/Pond/pond_17.jpg,Pond
9163,../data/AID/Stadium/stadium_48.jpg,Stadium
774,../data/AID/BaseballField/baseballfield_193.jpg,BaseballField
3535,../data/AID/Farmland/farmland_59.jpg,Farmland
2315,../data/AID/Commercial/commercial_248.jpg,Commercial
5996,../data/AID/Playground/playground_212.jpg,Playground
7212,../data/AID/RailwayStation/railwaystation_254.jpg,RailwayStation
5073,../data/AID/Mountain/mountain_48.jpg,Mountain
4408,../data/AID/Meadow/meadow_269.jpg,Meadow
1546,../data/AID/Bridge/bridge_33.jpg,Bridge
6124,../data/AID/Playground/playground_328.jpg,Playground
3168,../data/AID/Desert/desert_61.jpg,Desert
2850,../data/AID/DenseResidential/denseresidential_45.jpg,DenseResidential
8664,../data/AID/Square/square_157.jpg,Square
191,../data/AID/Airport/airport_271.jpg,Airport
4354,../data/AID/Meadow/meadow_22.jpg,Meadow
9259,../data/AID/StorageTanks/storagetanks_134.jpg,StorageTanks
5072,../data/AID/Mountain/mountain_47.jpg,Mountain
647,../data/AID/BareLand/bareland_79.jpg,BareLand
8046,../data/AID/School/school_140.jpg,School
4314,../data/AID/Meadow/meadow_184.jpg,Meadow
815,../data/AID/BaseballField/baseballfield_31.jpg,BaseballField
463,../data/AID/BareLand/bareland_192.jpg,BareLand
7266,../data/AID/RailwayStation/railwaystation_69.jpg,RailwayStation
1955,../data/AID/Church/church_14.jpg,Church
1800,../data/AID/Center/center_234.jpg,Center
1556,../data/AID/Bridge/bridge_339.jpg,Bridge
8530,../data/AID/SparseResidential/sparseresidential_36.jpg,SparseResidential
5553,../data/AID/Parking/parking_165.jpg,Parking
8784,../data/AID/Square/square_265.jpg,Square
255,../data/AID/Airport/airport_329.jpg,Airport
2927,../data/AID/Desert/desert_114.jpg,Desert
9233,../data/AID/StorageTanks/storagetanks_110.jpg,StorageTanks
2736,../data/AID/DenseResidential/denseresidential_311.jpg,DenseResidential
5546,../data/AID/Parking/parking_159.jpg,Parking
2696,../data/AID/DenseResidential/denseresidential_276.jpg,DenseResidential
2607,../data/AID/DenseResidential/denseresidential_196.jpg,DenseResidential
834,../data/AID/BaseballField/baseballfield_49.jpg,BaseballField
6402,../data/AID/Pond/pond_245.jpg,Pond
384,../data/AID/BareLand/bareland_120.jpg,BareLand
540,../data/AID/BareLand/bareland_261.jpg,BareLand
7693,../data/AID/River/river_192.jpg,River
398,../data/AID/BareLand/bareland_133.jpg,BareLand
2434,../data/AID/Commercial/commercial_4.jpg,Commercial
8865,../data/AID/Square/square_40.jpg,Square
3027,../data/AID/Desert/desert_204.jpg,Desert
3288,../data/AID/Farmland/farmland_17.jpg,Farmland
4640,../data/AID/MediumResidential/mediumresidential_225.jpg,MediumResidential
9074,../data/AID/Stadium/stadium_229.jpg,Stadium
502,../data/AID/BareLand/bareland_227.jpg,BareLand
1527,../data/AID/Bridge/bridge_312.jpg,Bridge
3056,../data/AID/Desert/desert_230.jpg,Desert
3690,../data/AID/Forest/forest_199.jpg,Forest
532,../data/AID/BareLand/bareland_254.jpg,BareLand
6345,../data/AID/Pond/pond_194.jpg,Pond
2528,../data/AID/DenseResidential/denseresidential_124.jpg,DenseResidential
3789,../data/AID/Forest/forest_62.jpg,Forest
1348,../data/AID/Bridge/bridge_151.jpg,Bridge
6956,../data/AID/Port/port_366.jpg,Port
9548,../data/AID/StorageTanks/storagetanks_70.jpg,StorageTanks
7377,../data/AID/Resort/resort_169.jpg,Resort
2948,../data/AID/Desert/desert_133.jpg,Desert
4107,../data/AID/Industrial/industrial_349.jpg,Industrial
2996,../data/AID/Desert/desert_177.jpg,Desert
3383,../data/AID/Farmland/farmland_255.jpg,Farmland
6561,../data/AID/Pond/pond_389.jpg,Pond
3483,../data/AID/Farmland/farmland_345.jpg,Farmland
7301,../data/AID/Resort/resort_10.jpg,Resort
4623,../data/AID/MediumResidential/mediumresidential_21.jpg,MediumResidential
5195,../data/AID/Park/park_158.jpg,Park
9622,../data/AID/Viaduct/viaduct_137.jpg,Viaduct
5639,../data/AID/Parking/parking_242.jpg,Parking
5476,../data/AID/Park/park_96.jpg,Park
9899,../data/AID/Viaduct/viaduct_387.jpg,Viaduct
8353,../data/AID/SparseResidential/sparseresidential_147.jpg,SparseResidential
7126,../data/AID/RailwayStation/railwaystation_177.jpg,RailwayStation
7158,../data/AID/RailwayStation/railwaystation_205.jpg,RailwayStation
6357,../data/AID/Pond/pond_204.jpg,Pond
3684,../data/AID/Forest/forest_193.jpg,Forest
2399,../data/AID/Commercial/commercial_323.jpg,Commercial
8,../data/AID/Airport/airport_106.jpg,Airport
6172,../data/AID/Playground/playground_38.jpg,Playground
9583,../data/AID/Viaduct/viaduct_101.jpg,Viaduct
2566,../data/AID/DenseResidential/denseresidential_159.jpg,DenseResidential
5356,../data/AID/Park/park_302.jpg,Park
1597,../data/AID/Bridge/bridge_51.jpg,Bridge
9944,../data/AID/Viaduct/viaduct_49.jpg,Viaduct
5637,../data/AID/Parking/parking_240.jpg,Parking
9420,../data/AID/StorageTanks/storagetanks_28.jpg,StorageTanks
7412,../data/AID/Resort/resort_20.jpg,Resort
3248,../data/AID/Farmland/farmland_133.jpg,Farmland
1926,../data/AID/Church/church_113.jpg,Church
6772,../data/AID/Port/port_20.jpg,Port
7614,../data/AID/River/river_120.jpg,River
5929,../data/AID/Playground/playground_152.jpg,Playground
3442,../data/AID/Farmland/farmland_308.jpg,Farmland
6182,../data/AID/Playground/playground_47.jpg,Playground
915,../data/AID/Beach/beach_121.jpg,Beach
4887,../data/AID/Mountain/mountain_187.jpg,Mountain
4215,../data/AID/Industrial/industrial_95.jpg,Industrial
9900,../data/AID/Viaduct/viaduct_388.jpg,Viaduct
5524,../data/AID/Parking/parking_139.jpg,Parking
8157,../data/AID/School/school_240.jpg,School
795,../data/AID/BaseballField/baseballfield_211.jpg,BaseballField
2358,../data/AID/Commercial/commercial_287.jpg,Commercial
4294,../data/AID/Meadow/meadow_166.jpg,Meadow
1636,../data/AID/Bridge/bridge_87.jpg,Bridge
8305,../data/AID/SparseResidential/sparseresidential_103.jpg,SparseResidential
4392,../data/AID/Meadow/meadow_254.jpg,Meadow
9888,../data/AID/Viaduct/viaduct_377.jpg,Viaduct
8441,../data/AID/SparseResidential/sparseresidential_226.jpg,SparseResidential
2583,../data/AID/DenseResidential/denseresidential_174.jpg,DenseResidential
4605,../data/AID/MediumResidential/mediumresidential_194.jpg,MediumResidential
2901,../data/AID/DenseResidential/denseresidential_91.jpg,DenseResidential
8389,../data/AID/SparseResidential/sparseresidential_18.jpg,SparseResidential
1347,../data/AID/Bridge/bridge_150.jpg,Bridge
7891,../data/AID/River/river_370.jpg,River
9643,../data/AID/Viaduct/viaduct_156.jpg,Viaduct
4845,../data/AID/Mountain/mountain_149.jpg,Mountain
6005,../data/AID/Playground/playground_220.jpg,Playground
5492,../data/AID/Parking/parking_11.jpg,Parking
3267,../data/AID/Farmland/farmland_150.jpg,Farmland
4519,../data/AID/MediumResidential/mediumresidential_116.jpg,MediumResidential
7478,../data/AID/Resort/resort_26.jpg,Resort
9484,../data/AID/StorageTanks/storagetanks_337.jpg,StorageTanks
4938,../data/AID/Mountain/mountain_232.jpg,Mountain
9361,../data/AID/StorageTanks/storagetanks_226.jpg,StorageTanks
7834,../data/AID/River/river_319.jpg,River
60,../data/AID/Airport/airport_153.jpg,Airport
3627,../data/AID/Forest/forest_141.jpg,Forest
9509,../data/AID/StorageTanks/storagetanks_36.jpg,StorageTanks
3151,../data/AID/Desert/desert_46.jpg,Desert
3148,../data/AID/Desert/desert_43.jpg,Desert
4433,../data/AID/Meadow/meadow_39.jpg,Meadow
8917,../data/AID/Square/square_88.jpg,Square
251,../data/AID/Airport/airport_325.jpg,Airport
5505,../data/AID/Parking/parking_121.jpg,Parking
9051,../data/AID/Stadium/stadium_208.jpg,Stadium
3832,../data/AID/Industrial/industrial_100.jpg,Industrial
9203,../data/AID/Stadium/stadium_84.jpg,Stadium
1423,../data/AID/Bridge/bridge_219.jpg,Bridge
1192,../data/AID/Beach/beach_371.jpg,Beach
9857,../data/AID/Viaduct/viaduct_349.jpg,Viaduct
4806,../data/AID/Mountain/mountain_113.jpg,Mountain
3686,../data/AID/Forest/forest_195.jpg,Forest
8634,../data/AID/Square/square_13.jpg,Square
1839,../data/AID/Center/center_35.jpg,Center
8303,../data/AID/SparseResidential/sparseresidential_101.jpg,SparseResidential
2880,../data/AID/DenseResidential/denseresidential_72.jpg,DenseResidential
1270,../data/AID/Beach/beach_81.jpg,Beach
912,../data/AID/Beach/beach_119.jpg,Beach
4281,../data/AID/Meadow/meadow_154.jpg,Meadow
5084,../data/AID/Mountain/mountain_58.jpg,Mountain
9288,../data/AID/StorageTanks/storagetanks_160.jpg,StorageTanks
8992,../data/AID/Stadium/stadium_155.jpg,Stadium
6942,../data/AID/Port/port_353.jpg,Port
8439,../data/AID/SparseResidential/sparseresidential_224.jpg,SparseResidential
3657,../data/AID/Forest/forest_169.jpg,Forest
487,../data/AID/BareLand/bareland_213.jpg,BareLand
4763,../data/AID/MediumResidential/mediumresidential_75.jpg,MediumResidential
1824,../data/AID/Center/center_256.jpg,Center
9800,../data/AID/Viaduct/viaduct_298.jpg,Viaduct
9703,../data/AID/Viaduct/viaduct_21.jpg,Viaduct
8720,../data/AID/Square/square_207.jpg,Square
6948,../data/AID/Port/port_359.jpg,Port
4514,../data/AID/MediumResidential/mediumresidential_111.jpg,MediumResidential
